gene_stable_id	transcript_stable_id	protein_stable_id	xref_id
ENSMYVG00000008477	ENSMYVT00000013319	ENSMYVP00000012514	GO:0007165
ENSMYVG00000008477	ENSMYVT00000013319	ENSMYVP00000012514	GO:0007205
ENSMYVG00000008477	ENSMYVT00000013319	ENSMYVP00000012514	GO:0016301
ENSMYVG00000008477	ENSMYVT00000013329	ENSMYVP00000012524	GO:0003676
ENSMYVG00000008477	ENSMYVT00000013329	ENSMYVP00000012524	GO:0003723
ENSMYVG00000008477	ENSMYVT00000013329	ENSMYVP00000012524	GO:0004143
ENSMYVG00000008477	ENSMYVT00000013329	ENSMYVP00000012524	GO:0007165
ENSMYVG00000008477	ENSMYVT00000013329	ENSMYVP00000012524	GO:0007205
ENSMYVG00000008477	ENSMYVT00000013329	ENSMYVP00000012524	GO:0016301
ENSMYVG00000008480			ZDB-GENE-080815-1
ENSMYVG00000008480	ENSMYVT00000013318	ENSMYVP00000012513	GO:0005337
ENSMYVG00000008480	ENSMYVT00000013318	ENSMYVP00000012513	GO:0016020
ENSMYVG00000008480	ENSMYVT00000013318	ENSMYVP00000012513	GO:1901642
ENSMYVG00000008480	ENSMYVT00000013324	ENSMYVP00000012519	GO:0005337
ENSMYVG00000008480	ENSMYVT00000013324	ENSMYVP00000012519	GO:0016020
ENSMYVG00000008480	ENSMYVT00000013324	ENSMYVP00000012519	GO:1901642
ENSMYVG00000008480	ENSMYVT00000013328	ENSMYVP00000012523	GO:0005337
ENSMYVG00000008480	ENSMYVT00000013328	ENSMYVP00000012523	GO:0016020
ENSMYVG00000008480	ENSMYVT00000013328	ENSMYVP00000012523	GO:1901642
ENSMYVG00000008480	ENSMYVT00000013334	ENSMYVP00000012529	GO:0005337
ENSMYVG00000008480	ENSMYVT00000013334	ENSMYVP00000012529	GO:0016020
ENSMYVG00000008480	ENSMYVT00000013334	ENSMYVP00000012529	GO:1901642
ENSMYVG00000008481			HGNC:24277
ENSMYVG00000008483	ENSMYVT00000013325	ENSMYVP00000012520	GO:0004733
ENSMYVG00000008483	ENSMYVT00000013325	ENSMYVP00000012520	GO:0008615
ENSMYVG00000008483	ENSMYVT00000013325	ENSMYVP00000012520	GO:0010181
ENSMYVG00000008484	ENSMYVT00000013330	ENSMYVP00000012525	GO:0003677
ENSMYVG00000008484	ENSMYVT00000013330	ENSMYVP00000012525	GO:0003700
ENSMYVG00000008484	ENSMYVT00000013330	ENSMYVP00000012525	GO:0003707
ENSMYVG00000008484	ENSMYVT00000013330	ENSMYVP00000012525	GO:0005496
ENSMYVG00000008484	ENSMYVT00000013330	ENSMYVP00000012525	GO:0005634
ENSMYVG00000008484	ENSMYVT00000013330	ENSMYVP00000012525	GO:0006355
ENSMYVG00000008484	ENSMYVT00000013330	ENSMYVP00000012525	GO:0008270
ENSMYVG00000008484	ENSMYVT00000013330	ENSMYVP00000012525	GO:0043565
ENSMYVG00000008484	ENSMYVT00000013340	ENSMYVP00000012535	GO:0003677
ENSMYVG00000008484	ENSMYVT00000013340	ENSMYVP00000012535	GO:0003700
ENSMYVG00000008484	ENSMYVT00000013340	ENSMYVP00000012535	GO:0003707
ENSMYVG00000008484	ENSMYVT00000013340	ENSMYVP00000012535	GO:0005496
ENSMYVG00000008484	ENSMYVT00000013340	ENSMYVP00000012535	GO:0005634
ENSMYVG00000008484	ENSMYVT00000013340	ENSMYVP00000012535	GO:0006355
ENSMYVG00000008484	ENSMYVT00000013340	ENSMYVP00000012535	GO:0008270
ENSMYVG00000008484	ENSMYVT00000013340	ENSMYVP00000012535	GO:0043565
ENSMYVG00000008484	ENSMYVT00000013350	ENSMYVP00000012544	GO:0003677
ENSMYVG00000008484	ENSMYVT00000013350	ENSMYVP00000012544	GO:0003700
ENSMYVG00000008484	ENSMYVT00000013350	ENSMYVP00000012544	GO:0003707
ENSMYVG00000008484	ENSMYVT00000013350	ENSMYVP00000012544	GO:0005496
ENSMYVG00000008484	ENSMYVT00000013350	ENSMYVP00000012544	GO:0005634
ENSMYVG00000008484	ENSMYVT00000013350	ENSMYVP00000012544	GO:0006355
ENSMYVG00000008484	ENSMYVT00000013350	ENSMYVP00000012544	GO:0008270
ENSMYVG00000008484	ENSMYVT00000013350	ENSMYVP00000012544	GO:0043565
ENSMYVG00000008487	ENSMYVT00000013333	ENSMYVP00000012528	GO:0007094
ENSMYVG00000008488	ENSMYVT00000013331	ENSMYVP00000012526	GO:0140575
ENSMYVG00000008491	ENSMYVT00000013341	ENSMYVP00000012536	GO:0016459
ENSMYVG00000008491	ENSMYVT00000013353	ENSMYVP00000012546	GO:0003774
ENSMYVG00000008491	ENSMYVT00000013353	ENSMYVP00000012546	GO:0005515
ENSMYVG00000008491	ENSMYVT00000013353	ENSMYVP00000012546	GO:0005524
ENSMYVG00000008491	ENSMYVT00000013353	ENSMYVP00000012546	GO:0016459
ENSMYVG00000008491	ENSMYVT00000013367	ENSMYVP00000012557	GO:0003774
ENSMYVG00000008491	ENSMYVT00000013367	ENSMYVP00000012557	GO:0005515
ENSMYVG00000008491	ENSMYVT00000013367	ENSMYVP00000012557	GO:0005524
ENSMYVG00000008491	ENSMYVT00000013367	ENSMYVP00000012557	GO:0016459
ENSMYVG00000008491	ENSMYVT00000013384	ENSMYVP00000012568	GO:0003774
ENSMYVG00000008491	ENSMYVT00000013384	ENSMYVP00000012568	GO:0005515
ENSMYVG00000008491	ENSMYVT00000013384	ENSMYVP00000012568	GO:0005524
ENSMYVG00000008491	ENSMYVT00000013384	ENSMYVP00000012568	GO:0016459
ENSMYVG00000008492			HGNC:29174
ENSMYVG00000008492	ENSMYVT00000013339	ENSMYVP00000012534	GO:0005524
ENSMYVG00000008492	ENSMYVT00000013339	ENSMYVP00000012534	GO:0016887
ENSMYVG00000008492	ENSMYVT00000013347	ENSMYVP00000012542	GO:0005524
ENSMYVG00000008492	ENSMYVT00000013347	ENSMYVP00000012542	GO:0016887
ENSMYVG00000008493	ENSMYVT00000013338	ENSMYVP00000012533	GO:0005549
ENSMYVG00000008496	ENSMYVT00000013346	ENSMYVP00000012541	GO:0009055
ENSMYVG00000008496	ENSMYVT00000013346	ENSMYVP00000012541	GO:0020037
ENSMYVG00000008497			HGNC:29545
ENSMYVG00000008500			HGNC:12371
ENSMYVG00000008501	ENSMYVT00000013354	ENSMYVP00000012547	GO:0004555
ENSMYVG00000008501	ENSMYVT00000013354	ENSMYVP00000012547	GO:0005975
ENSMYVG00000008501	ENSMYVT00000013354	ENSMYVP00000012547	GO:0005991
ENSMYVG00000008501	ENSMYVT00000013361	ENSMYVP00000012553	GO:0004555
ENSMYVG00000008501	ENSMYVT00000013361	ENSMYVP00000012553	GO:0005975
ENSMYVG00000008501	ENSMYVT00000013361	ENSMYVP00000012553	GO:0005991
ENSMYVG00000008504	ENSMYVT00000013356	ENSMYVP00000012549	GO:0008168
ENSMYVG00000008504	ENSMYVT00000013356	ENSMYVP00000012549	GO:0008757
ENSMYVG00000008505			HGNC:14216
ENSMYVG00000008505	ENSMYVT00000013358	ENSMYVP00000012551	GO:0000981
ENSMYVG00000008505	ENSMYVT00000013358	ENSMYVP00000012551	GO:0003677
ENSMYVG00000008505	ENSMYVT00000013358	ENSMYVP00000012551	GO:0006355
ENSMYVG00000008508	ENSMYVT00000013364	ENSMYVP00000012554	GO:0036066
ENSMYVG00000008508	ENSMYVT00000013364	ENSMYVP00000012554	GO:0046922
ENSMYVG00000008509			HGNC:9358
ENSMYVG00000008509	ENSMYVT00000013368	ENSMYVP00000012558	GO:0004252
ENSMYVG00000008509	ENSMYVT00000013368	ENSMYVP00000012558	GO:0006508
ENSMYVG00000008509	ENSMYVT00000013368	ENSMYVP00000012558	GO:0008236
ENSMYVG00000008510	ENSMYVT00000013366	ENSMYVP00000012556	GO:0003677
ENSMYVG00000008510	ENSMYVT00000013366	ENSMYVP00000012556	GO:0003824
ENSMYVG00000008510	ENSMYVT00000013366	ENSMYVP00000012556	GO:0004518
ENSMYVG00000008514			HGNC:1158
ENSMYVG00000008514	ENSMYVT00000013371	ENSMYVP00000012560	GO:0016020
ENSMYVG00000008515	ENSMYVT00000013373	ENSMYVP00000012561	GO:0003824
ENSMYVG00000008517			HGNC:19960
ENSMYVG00000008517	ENSMYVT00000013378	ENSMYVP00000012564	GO:0003676
ENSMYVG00000008517	ENSMYVT00000013378	ENSMYVP00000012564	GO:0004386
ENSMYVG00000008517	ENSMYVT00000013378	ENSMYVP00000012564	GO:0005524
ENSMYVG00000008517	ENSMYVT00000013378	ENSMYVP00000012564	GO:0016887
ENSMYVG00000008518	ENSMYVT00000013387	ENSMYVP00000012571	GO:0005515
ENSMYVG00000008520			HGNC:25591
ENSMYVG00000008521	ENSMYVT00000013379	ENSMYVP00000012565	GO:0005549
ENSMYVG00000008521	ENSMYVT00000013386	ENSMYVP00000012570	GO:0005549
ENSMYVG00000008524			HGNC:4907
ENSMYVG00000008524	ENSMYVT00000013389	ENSMYVP00000012573	GO:0008442
ENSMYVG00000008524	ENSMYVT00000013389	ENSMYVP00000012573	GO:0016491
ENSMYVG00000008524	ENSMYVT00000013389	ENSMYVP00000012573	GO:0050661
ENSMYVG00000008524	ENSMYVT00000013389	ENSMYVP00000012573	GO:0051287
ENSMYVG00000008525	ENSMYVT00000013391	ENSMYVP00000012575	GO:0006397
ENSMYVG00000008525	ENSMYVT00000013391	ENSMYVP00000012575	GO:0016787
ENSMYVG00000008525	ENSMYVT00000013391	ENSMYVP00000012575	GO:0016788
ENSMYVG00000008527	ENSMYVT00000013385	ENSMYVP00000012569	GO:0003677
ENSMYVG00000008527	ENSMYVT00000013385	ENSMYVP00000012569	GO:0003678
ENSMYVG00000008527	ENSMYVT00000013385	ENSMYVP00000012569	GO:0005524
ENSMYVG00000008528	ENSMYVT00000013400	ENSMYVP00000012582	GO:0006629
ENSMYVG00000008528	ENSMYVT00000013400	ENSMYVP00000012582	GO:0016788
ENSMYVG00000008529	ENSMYVT00000013388	ENSMYVP00000012572	GO:0003676
ENSMYVG00000008529	ENSMYVT00000013388	ENSMYVP00000012572	GO:0003723
ENSMYVG00000008529	ENSMYVT00000013388	ENSMYVP00000012572	GO:0003735
ENSMYVG00000008529	ENSMYVT00000013388	ENSMYVP00000012572	GO:0005840
ENSMYVG00000008529	ENSMYVT00000013388	ENSMYVP00000012572	GO:0006412
ENSMYVG00000008529	ENSMYVT00000013394	ENSMYVP00000012578	GO:0003676
ENSMYVG00000008529	ENSMYVT00000013394	ENSMYVP00000012578	GO:0003723
ENSMYVG00000008529	ENSMYVT00000013394	ENSMYVP00000012578	GO:0003735
ENSMYVG00000008529	ENSMYVT00000013394	ENSMYVP00000012578	GO:0005840
ENSMYVG00000008529	ENSMYVT00000013394	ENSMYVP00000012578	GO:0006412
ENSMYVG00000008529	ENSMYVT00000013397	ENSMYVP00000012579	GO:0003676
ENSMYVG00000008529	ENSMYVT00000013397	ENSMYVP00000012579	GO:0003723
ENSMYVG00000008529	ENSMYVT00000013397	ENSMYVP00000012579	GO:0003735
ENSMYVG00000008529	ENSMYVT00000013397	ENSMYVP00000012579	GO:0005840
ENSMYVG00000008529	ENSMYVT00000013397	ENSMYVP00000012579	GO:0006412
ENSMYVG00000008530	ENSMYVT00000013392	ENSMYVP00000012576	GO:0000462
ENSMYVG00000008530	ENSMYVT00000013392	ENSMYVP00000012576	GO:0005515
ENSMYVG00000008530	ENSMYVT00000013392	ENSMYVP00000012576	GO:0030686
ENSMYVG00000008533	ENSMYVT00000013399	ENSMYVP00000012581	GO:0000981
ENSMYVG00000008533	ENSMYVT00000013399	ENSMYVP00000012581	GO:0003677
ENSMYVG00000008533	ENSMYVT00000013399	ENSMYVP00000012581	GO:0006355
ENSMYVG00000008533	ENSMYVT00000013399	ENSMYVP00000012581	GO:0045944
ENSMYVG00000008533	ENSMYVT00000013399	ENSMYVP00000012581	GO:0048665
ENSMYVG00000008534	ENSMYVT00000013402	ENSMYVP00000012583	GO:0003676
ENSMYVG00000008535			HGNC:28484
ENSMYVG00000008535	ENSMYVT00000013398	ENSMYVP00000012580	GO:0003676
ENSMYVG00000008535	ENSMYVT00000013398	ENSMYVP00000012580	GO:0004523
ENSMYVG00000008537			HGNC:7658
ENSMYVG00000008537	ENSMYVT00000013410	ENSMYVP00000012589	GO:0005515
ENSMYVG00000008537	ENSMYVT00000013410	ENSMYVP00000012589	GO:0006325
ENSMYVG00000008537	ENSMYVT00000013424	ENSMYVP00000012601	GO:0005515
ENSMYVG00000008537	ENSMYVT00000013424	ENSMYVP00000012601	GO:0006325
ENSMYVG00000008537	ENSMYVT00000013443	ENSMYVP00000012617	GO:0005515
ENSMYVG00000008537	ENSMYVT00000013443	ENSMYVP00000012617	GO:0006325
ENSMYVG00000008538	ENSMYVT00000013403	ENSMYVP00000012584	GO:0008289
ENSMYVG00000008538	ENSMYVT00000013415	ENSMYVP00000012594	GO:0008289
ENSMYVG00000008542			ZDB-GENE-030131-6041
ENSMYVG00000008543	ENSMYVT00000013409	ENSMYVP00000012588	GO:0000166
ENSMYVG00000008543	ENSMYVT00000013409	ENSMYVP00000012588	GO:0006352
ENSMYVG00000008543	ENSMYVT00000013409	ENSMYVP00000012588	GO:0030880
ENSMYVG00000008543	ENSMYVT00000013409	ENSMYVP00000012588	GO:0044237
ENSMYVG00000008544			HGNC:30914
ENSMYVG00000008544	ENSMYVT00000013414	ENSMYVP00000012593	GO:0005515
ENSMYVG00000008544	ENSMYVT00000013434	ENSMYVP00000012609	GO:0005515
ENSMYVG00000008545	ENSMYVT00000013412	ENSMYVP00000012591	GO:0006470
ENSMYVG00000008545	ENSMYVT00000013412	ENSMYVP00000012591	GO:0008138
ENSMYVG00000008545	ENSMYVT00000013412	ENSMYVP00000012591	GO:0016311
ENSMYVG00000008545	ENSMYVT00000013412	ENSMYVP00000012591	GO:0016791
ENSMYVG00000008545	ENSMYVT00000013423	ENSMYVP00000012600	GO:0006470
ENSMYVG00000008545	ENSMYVT00000013423	ENSMYVP00000012600	GO:0008138
ENSMYVG00000008545	ENSMYVT00000013423	ENSMYVP00000012600	GO:0016311
ENSMYVG00000008545	ENSMYVT00000013423	ENSMYVP00000012600	GO:0016791
ENSMYVG00000008545	ENSMYVT00000013430	ENSMYVP00000012606	GO:0006470
ENSMYVG00000008545	ENSMYVT00000013430	ENSMYVP00000012606	GO:0008138
ENSMYVG00000008545	ENSMYVT00000013430	ENSMYVP00000012606	GO:0016311
ENSMYVG00000008545	ENSMYVT00000013430	ENSMYVP00000012606	GO:0016791
ENSMYVG00000008545	ENSMYVT00000013430	ENSMYVP00000012606	GO:0017017
ENSMYVG00000008545	ENSMYVT00000013441	ENSMYVP00000012616	GO:0006470
ENSMYVG00000008545	ENSMYVT00000013441	ENSMYVP00000012616	GO:0008138
ENSMYVG00000008545	ENSMYVT00000013441	ENSMYVP00000012616	GO:0016311
ENSMYVG00000008545	ENSMYVT00000013441	ENSMYVP00000012616	GO:0016791
ENSMYVG00000008545	ENSMYVT00000013441	ENSMYVP00000012616	GO:0017017
ENSMYVG00000008546	ENSMYVT00000013411	ENSMYVP00000012590	GO:0004843
ENSMYVG00000008546	ENSMYVT00000013411	ENSMYVP00000012590	GO:0016579
ENSMYVG00000008548	ENSMYVT00000013417	ENSMYVP00000012595	GO:0003824
ENSMYVG00000008548	ENSMYVT00000013417	ENSMYVP00000012595	GO:0003873
ENSMYVG00000008548	ENSMYVT00000013417	ENSMYVP00000012595	GO:0005524
ENSMYVG00000008548	ENSMYVT00000013417	ENSMYVP00000012595	GO:0006000
ENSMYVG00000008548	ENSMYVT00000013417	ENSMYVP00000012595	GO:0006003
ENSMYVG00000008548	ENSMYVT00000013425	ENSMYVP00000012602	GO:0003824
ENSMYVG00000008548	ENSMYVT00000013425	ENSMYVP00000012602	GO:0003873
ENSMYVG00000008548	ENSMYVT00000013425	ENSMYVP00000012602	GO:0005524
ENSMYVG00000008548	ENSMYVT00000013425	ENSMYVP00000012602	GO:0006000
ENSMYVG00000008548	ENSMYVT00000013425	ENSMYVP00000012602	GO:0006003
ENSMYVG00000008548	ENSMYVT00000013436	ENSMYVP00000012611	GO:0003824
ENSMYVG00000008548	ENSMYVT00000013436	ENSMYVP00000012611	GO:0003873
ENSMYVG00000008548	ENSMYVT00000013436	ENSMYVP00000012611	GO:0005524
ENSMYVG00000008548	ENSMYVT00000013436	ENSMYVP00000012611	GO:0006000
ENSMYVG00000008548	ENSMYVT00000013436	ENSMYVP00000012611	GO:0006003
ENSMYVG00000008548	ENSMYVT00000013449	ENSMYVP00000012622	GO:0003824
ENSMYVG00000008548	ENSMYVT00000013449	ENSMYVP00000012622	GO:0003873
ENSMYVG00000008548	ENSMYVT00000013449	ENSMYVP00000012622	GO:0005524
ENSMYVG00000008548	ENSMYVT00000013449	ENSMYVP00000012622	GO:0006000
ENSMYVG00000008548	ENSMYVT00000013449	ENSMYVP00000012622	GO:0006003
ENSMYVG00000008548	ENSMYVT00000013457	ENSMYVP00000012628	GO:0003824
ENSMYVG00000008548	ENSMYVT00000013457	ENSMYVP00000012628	GO:0003873
ENSMYVG00000008548	ENSMYVT00000013457	ENSMYVP00000012628	GO:0005524
ENSMYVG00000008548	ENSMYVT00000013457	ENSMYVP00000012628	GO:0006000
ENSMYVG00000008548	ENSMYVT00000013457	ENSMYVP00000012628	GO:0006003
ENSMYVG00000008548	ENSMYVT00000013463	ENSMYVP00000012633	GO:0003824
ENSMYVG00000008548	ENSMYVT00000013463	ENSMYVP00000012633	GO:0003873
ENSMYVG00000008548	ENSMYVT00000013463	ENSMYVP00000012633	GO:0005524
ENSMYVG00000008548	ENSMYVT00000013463	ENSMYVP00000012633	GO:0006000
ENSMYVG00000008548	ENSMYVT00000013463	ENSMYVP00000012633	GO:0006003
ENSMYVG00000008551	ENSMYVT00000013427	ENSMYVP00000012604	GO:0038023
ENSMYVG00000008552			ZDB-GENE-040912-105
ENSMYVG00000008552	ENSMYVT00000013419	ENSMYVP00000012597	GO:0000387
ENSMYVG00000008552	ENSMYVT00000013419	ENSMYVP00000012597	GO:0003723
ENSMYVG00000008552	ENSMYVT00000013419	ENSMYVP00000012597	GO:0005681
ENSMYVG00000008553	ENSMYVT00000013421	ENSMYVP00000012598	GO:0005267
ENSMYVG00000008553	ENSMYVT00000013421	ENSMYVP00000012598	GO:0016020
ENSMYVG00000008553	ENSMYVT00000013421	ENSMYVP00000012598	GO:0071805
ENSMYVG00000008554	ENSMYVT00000013422	ENSMYVP00000012599	GO:0016020
ENSMYVG00000008555			HGNC:3662
ENSMYVG00000008556	ENSMYVT00000013431	ENSMYVP00000012607	GO:0008299
ENSMYVG00000008557			HGNC:2524
ENSMYVG00000008557	ENSMYVT00000013428	ENSMYVP00000012605	GO:0004252
ENSMYVG00000008557	ENSMYVT00000013428	ENSMYVP00000012605	GO:0006508
ENSMYVG00000008559	ENSMYVT00000013437	ENSMYVP00000012612	GO:0008289
ENSMYVG00000008561			HGNC:17039
ENSMYVG00000008562	ENSMYVT00000013438	ENSMYVP00000012613	GO:0005743
ENSMYVG00000008562	ENSMYVT00000013438	ENSMYVP00000012613	GO:0006850
ENSMYVG00000008565	ENSMYVT00000013444	ENSMYVP00000012618	GO:0002224
ENSMYVG00000008565	ENSMYVT00000013444	ENSMYVP00000012618	GO:0004888
ENSMYVG00000008565	ENSMYVT00000013444	ENSMYVP00000012618	GO:0005515
ENSMYVG00000008565	ENSMYVT00000013444	ENSMYVP00000012618	GO:0006955
ENSMYVG00000008565	ENSMYVT00000013444	ENSMYVP00000012618	GO:0007165
ENSMYVG00000008565	ENSMYVT00000013444	ENSMYVP00000012618	GO:0016020
ENSMYVG00000008566	ENSMYVT00000013446	ENSMYVP00000012620	GO:0005515
ENSMYVG00000008566	ENSMYVT00000013452	ENSMYVP00000012624	GO:0005515
ENSMYVG00000008568	ENSMYVT00000013448	ENSMYVP00000012621	GO:0000055
ENSMYVG00000008568	ENSMYVT00000013448	ENSMYVP00000012621	GO:0000056
ENSMYVG00000008568	ENSMYVT00000013448	ENSMYVP00000012621	GO:0006913
ENSMYVG00000008568	ENSMYVT00000013448	ENSMYVP00000012621	GO:0017056
ENSMYVG00000008568	ENSMYVT00000013453	ENSMYVP00000012625	GO:0000055
ENSMYVG00000008568	ENSMYVT00000013453	ENSMYVP00000012625	GO:0000056
ENSMYVG00000008568	ENSMYVT00000013453	ENSMYVP00000012625	GO:0006913
ENSMYVG00000008568	ENSMYVT00000013453	ENSMYVP00000012625	GO:0017056
ENSMYVG00000008570			MGI:1921687
ENSMYVG00000008570	ENSMYVT00000013455	ENSMYVP00000012626	GO:0019888
ENSMYVG00000008570	ENSMYVT00000013455	ENSMYVP00000012626	GO:0030289
ENSMYVG00000008573			HGNC:21194
ENSMYVG00000008573	ENSMYVT00000013458	ENSMYVP00000012629	GO:0000938
ENSMYVG00000008573	ENSMYVT00000013458	ENSMYVP00000012629	GO:0042147
ENSMYVG00000008573	ENSMYVT00000013474	ENSMYVP00000012644	GO:0000938
ENSMYVG00000008573	ENSMYVT00000013474	ENSMYVP00000012644	GO:0042147
ENSMYVG00000008574			HGNC:2451
ENSMYVG00000008574	ENSMYVT00000013460	ENSMYVP00000012631	GO:0004672
ENSMYVG00000008574	ENSMYVT00000013460	ENSMYVP00000012631	GO:0005524
ENSMYVG00000008574	ENSMYVT00000013460	ENSMYVP00000012631	GO:0006468
ENSMYVG00000008574	ENSMYVT00000013475	ENSMYVP00000012646	GO:0004672
ENSMYVG00000008574	ENSMYVT00000013475	ENSMYVP00000012646	GO:0005524
ENSMYVG00000008574	ENSMYVT00000013475	ENSMYVP00000012646	GO:0006468
ENSMYVG00000008576			HGNC:9226
ENSMYVG00000008576	ENSMYVT00000013461	ENSMYVP00000012632	GO:0046854
ENSMYVG00000008576	ENSMYVT00000013467	ENSMYVP00000012637	GO:0046854
ENSMYVG00000008578	ENSMYVT00000013466	ENSMYVP00000012636	GO:0004181
ENSMYVG00000008578	ENSMYVT00000013466	ENSMYVP00000012636	GO:0006508
ENSMYVG00000008578	ENSMYVT00000013466	ENSMYVP00000012636	GO:0008270
ENSMYVG00000008578	ENSMYVT00000013481	ENSMYVP00000012650	GO:0004181
ENSMYVG00000008578	ENSMYVT00000013481	ENSMYVP00000012650	GO:0006508
ENSMYVG00000008578	ENSMYVT00000013481	ENSMYVP00000012650	GO:0008270
ENSMYVG00000008579	ENSMYVT00000013464	ENSMYVP00000012635	GO:0006486
ENSMYVG00000008579	ENSMYVT00000013464	ENSMYVP00000012635	GO:0016020
ENSMYVG00000008579	ENSMYVT00000013464	ENSMYVP00000012635	GO:0016758
ENSMYVG00000008582	ENSMYVT00000013470	ENSMYVP00000012641	GO:0008757
ENSMYVG00000008582	ENSMYVT00000013482	ENSMYVP00000012651	GO:0008757
ENSMYVG00000008583	ENSMYVT00000013471	ENSMYVP00000012640	GO:0006508
ENSMYVG00000008583	ENSMYVT00000013471	ENSMYVP00000012640	GO:0070573
ENSMYVG00000008584			HGNC:14061
ENSMYVG00000008585			HGNC:5974
ENSMYVG00000008586	ENSMYVT00000013478	ENSMYVP00000012648	GO:0003676
ENSMYVG00000008586	ENSMYVT00000013486	ENSMYVP00000012654	GO:0008374
ENSMYVG00000008586	ENSMYVT00000013486	ENSMYVP00000012654	GO:0045017
ENSMYVG00000008590			HGNC:18619
ENSMYVG00000008590	ENSMYVT00000013483	ENSMYVP00000012652	GO:0000221
ENSMYVG00000008590	ENSMYVT00000013483	ENSMYVP00000012652	GO:0005515
ENSMYVG00000008590	ENSMYVT00000013483	ENSMYVP00000012652	GO:0046961
ENSMYVG00000008590	ENSMYVT00000013483	ENSMYVP00000012652	GO:1902600
ENSMYVG00000008592	ENSMYVT00000013489	ENSMYVP00000012656	GO:0003824
ENSMYVG00000008592	ENSMYVT00000013489	ENSMYVP00000012656	GO:0005737
ENSMYVG00000008592	ENSMYVT00000013489	ENSMYVP00000012656	GO:0006730
ENSMYVG00000008592	ENSMYVT00000013489	ENSMYVP00000012656	GO:0009058
ENSMYVG00000008592	ENSMYVT00000013489	ENSMYVP00000012656	GO:0009258
ENSMYVG00000008592	ENSMYVT00000013489	ENSMYVP00000012656	GO:0016155
ENSMYVG00000008592	ENSMYVT00000013489	ENSMYVP00000012656	GO:0016491
ENSMYVG00000008592	ENSMYVT00000013489	ENSMYVP00000012656	GO:0016620
ENSMYVG00000008592	ENSMYVT00000013499	ENSMYVP00000012664	GO:0003824
ENSMYVG00000008592	ENSMYVT00000013499	ENSMYVP00000012664	GO:0005737
ENSMYVG00000008592	ENSMYVT00000013499	ENSMYVP00000012664	GO:0006730
ENSMYVG00000008592	ENSMYVT00000013499	ENSMYVP00000012664	GO:0009058
ENSMYVG00000008592	ENSMYVT00000013499	ENSMYVP00000012664	GO:0009258
ENSMYVG00000008592	ENSMYVT00000013499	ENSMYVP00000012664	GO:0016155
ENSMYVG00000008592	ENSMYVT00000013499	ENSMYVP00000012664	GO:0016491
ENSMYVG00000008592	ENSMYVT00000013499	ENSMYVP00000012664	GO:0016620
ENSMYVG00000008593			HGNC:9506
ENSMYVG00000008594	ENSMYVT00000013490	ENSMYVP00000012657	GO:0003676
ENSMYVG00000008594	ENSMYVT00000013490	ENSMYVP00000012657	GO:0004386
ENSMYVG00000008594	ENSMYVT00000013490	ENSMYVP00000012657	GO:0005524
ENSMYVG00000008595			HGNC:13703
ENSMYVG00000008597			HGNC:16347
ENSMYVG00000008600			HGNC:14857
ENSMYVG00000008600	ENSMYVT00000013497	ENSMYVP00000012662	GO:0004842
ENSMYVG00000008600	ENSMYVT00000013497	ENSMYVP00000012662	GO:0006511
ENSMYVG00000008600	ENSMYVT00000013497	ENSMYVP00000012662	GO:0008270
ENSMYVG00000008600	ENSMYVT00000013497	ENSMYVP00000012662	GO:0061630
ENSMYVG00000008600	ENSMYVT00000013522	ENSMYVP00000012682	GO:0004842
ENSMYVG00000008600	ENSMYVT00000013522	ENSMYVP00000012682	GO:0006511
ENSMYVG00000008600	ENSMYVT00000013522	ENSMYVP00000012682	GO:0008270
ENSMYVG00000008600	ENSMYVT00000013522	ENSMYVP00000012682	GO:0061630
ENSMYVG00000008603	ENSMYVT00000013498	ENSMYVP00000012663	GO:0008017
ENSMYVG00000008603	ENSMYVT00000013512	ENSMYVP00000012674	GO:0008017
ENSMYVG00000008606			HGNC:13518
ENSMYVG00000008607			ZDB-GENE-040219-11
ENSMYVG00000008607	ENSMYVT00000013509	ENSMYVP00000012672	GO:0005813
ENSMYVG00000008607	ENSMYVT00000013509	ENSMYVP00000012672	GO:0036064
ENSMYVG00000008607	ENSMYVT00000013509	ENSMYVP00000012672	GO:0044782
ENSMYVG00000008607	ENSMYVT00000013519	ENSMYVP00000012680	GO:0005813
ENSMYVG00000008607	ENSMYVT00000013519	ENSMYVP00000012680	GO:0036064
ENSMYVG00000008607	ENSMYVT00000013519	ENSMYVP00000012680	GO:0044782
ENSMYVG00000008608	ENSMYVT00000013503	ENSMYVP00000012667	GO:0004364
ENSMYVG00000008608	ENSMYVT00000013503	ENSMYVP00000012667	GO:0005737
ENSMYVG00000008609			HGNC:326
ENSMYVG00000008609	ENSMYVT00000013506	ENSMYVP00000012670	GO:0016020
ENSMYVG00000008609	ENSMYVT00000013506	ENSMYVP00000012670	GO:0022857
ENSMYVG00000008609	ENSMYVT00000013506	ENSMYVP00000012670	GO:0055085
ENSMYVG00000008610	ENSMYVT00000013505	ENSMYVP00000012669	GO:0005549
ENSMYVG00000008612	ENSMYVT00000013510	ENSMYVP00000012673	GO:0004252
ENSMYVG00000008612	ENSMYVT00000013510	ENSMYVP00000012673	GO:0006508
ENSMYVG00000008612	ENSMYVT00000013517	ENSMYVP00000012678	GO:0004252
